-0,208211283
0,713569751
0,846635641
-0,206440188
-0,088788539
0,2903449
0,244148187
0,385309419
-0,753393401
0,909116582
-0,851120092
0,371867915
-0,078997387
0,681751085
-0,859438199
0,140549243
0,536139904
-0,479078966
0,909978706
-0,472116399
0,756736321
0,020223508
-0,869563296
-0,414296576
-0,573254965
0,114021328
0,844913279
-0,561006013
0,04493498
0,204905644
-0,548056212
-0,132380895
0,597690109
0,612461258
-0,41775762
-0,087325409
-0,413734543
-0,767552288
0,477638212
-0,684525963
0,008207582
0,044558192
0,126699714
0,043857441
0,803065902
0,146404531
-0,454575128
0,736034028
-0,581460661
0,504342558
-0,180748435
0,275758738
0,65235336
0,32035864
0,090432167
0,654231813
0,454799717
0,844455788
-0,767513891
-0,496300062
0,694588458
0,731133647
-0,196992093
-0,305539783
0,766964917
0,494223
-0,8912495
0,033903447
-0,841619355
-0,952575657
-0,445964847
0,87011578
0,887738109
0,63346887
0,943696446
-0,106602808
-0,620960618
-0,848630768
-0,624485286
0,00649568
0,322683192
0,320643492
0,705620892
-0,742333668
0,694891718
0,85660008
0,776609273
-0,891550993
-0,762597877
0,823595153
0,7224582
0,031995702
0,80084062
-0,054433968
-0,013335244
-0,775830778
0,232684463
0,698961292
0,510503016
-0,654982826
-0,119216761
0,520394515
0,284151511
0,183274791
0,387730348
-0,166457309
-0,670802641
-0,021288104
0,755637937
0,341677131
0,597051646
-0,960188361
0,600297569
0,39338415
0,789904426
0,275472748
0,851860945
-0,67446124
0,234594898
-0,415438072
0,407242297
0,488110072
-0,625235895
0,826266717
0,446396669
0,388221614
0,265828065
-0,256566645
0,971262809
-0,244532887
-0,217529465
-0,339718953
0,179567724
0,881571941
0,83593193
0,958204333
0,680280257
0,107396678
0,075807877
-0,50204947
0,69256087
0,5901416
0,412783403
0,865514616
0,67790374
0,797357253
0,91531951
-0,049789274
0,339821897
0,416353085
0,251191449
0,215588007
0,847056331
-0,09369755
0,077882734
-0,609492411
0,299803284
-0,052337566
-0,067106181
0,85894027
-0,227680125
0,954873599
0,695928555
-0,609661216
0,46489517
0,961717061
-0,190603534
0,974857839
-0,127806443
-0,357274841
-0,951163565
-0,025650042
-0,466709792
0,793786765
